Date,Low,Open,Volume,High,Close
9/17/2020,110.11,110.94,"5,859,348",112.79,111.91
9/18/2020,107.79,112.21,"8,822,916",112.65,110.72
9/21/2020,108.9,109.92,"4,562,640",110.67,110.57
9/22/2020,110.64,111.64,"4,332,243",112.61,112.39
9/23/2020,108.66,112.8,"3,542,047",112.83,109
9/24/2020,108.15,108.21,"4,184,905",112.15,110.55
9/25/2020,109.71,110.25,"5,135,097",112.56,112.02
9/28/2020,112.49,112.87,"5,850,920",114.48,114.24
9/29/2020,113.29,114.35,"3,221,574",114.84,113.52
9/30/2020,112.01,113.36,"5,174,394",115.09,114.36
10/1/2020,113.89,115,"4,306,879",116.43,115.73
10/2/2020,113,114.41,"4,014,904",115.7,113.41
10/5/2020,113.42,113.46,"2,657,343",114.99,114.8
10/6/2020,111.8,113.61,"3,335,475",114.47,112.45
10/7/2020,112.62,113.02,"3,367,494",114.52,114.22
10/8/2020,114.28,114.89,"2,254,766",115.6,115.49
10/9/2020,115.52,115.58,"3,340,123",117.52,117.23
10/12/2020,117.4,118.06,"6,498,662",121.36,120.07
10/13/2020,120.07,120.8,"5,326,459",123.42,121.57
10/14/2020,116.45,122.05,"6,639,798",122.24,116.67
10/15/2020,114.07,115.81,"3,287,558",116.95,115.3
10/16/2020,114.85,115.81,"3,762,899",116.78,114.96
10/19/2020,112.01,115.47,"3,037,461",115.55,112.75
10/20/2020,112.7,113.9,"2,744,994",114.21,113.07
10/21/2020,112.21,112.67,"3,029,688",113.79,112.42
10/22/2020,110.88,112.77,"3,604,483",113.76,111.64
10/23/2020,110.9,112.5,"2,269,311",112.62,112.38
10/26/2020,110.02,111.18,"2,764,670",112.04,111.78
10/27/2020,111.13,111.78,"2,628,909",113.56,112.82
10/28/2020,109.66,111.3,"3,661,845",111.93,109.8
10/29/2020,108.9,109.28,"2,895,872",111.04,109.51
10/30/2020,107.56,108.86,"4,041,188",109.76,109.57
11/2/2020,108.75,111.14,"3,145,029",111.14,110.39
11/3/2020,110.71,111.25,"3,341,389",112.39,111.12
